Label,processed msg
spam,phony award todays voda numbers ending xxxx selected receive award match please call 08712300220 quoting claim code 3100 standard rates app
ham,height confidence aeronautics professors wer calld amp wer askd 2 sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt 1 didnt move said made students wont even start datz confidence
spam,85233 free ringtone reply real
ham,pandy joined 4w technologies got job
ham,noice text
ham,tuition hm go 1120 1205 one mind
ham,ok ill tell company
ham,oh wow thats gay firmware update help
ham,gon na ring weekend wot
ham,outside office take
ham,ill call evening ill ideas
spam,urgent ur guaranteed award still unclaimed call 09066368327 claimcode m39m51
ham,please protect sib never asks sensitive information like passwords pin thru email never share password anybody
ham,people tour thought sofa thing sent curious sugar
ham,merry christmas u annie
ham,fine give call knows wants questions
spam,free video camera phones half price line rental 12 mths 500 cross ntwk mins 100 txts call mobileupd8 08001950382
ham,full heat pa applyed oil pa
ham,nite nite pocay wocay luv u n e thing 4eva promise ring u 2morrowxxxx
ham,really hope work doesnt get stressful gr8 day
ham,aiyo bit pai seh ü noe scared dun rem die hee become better lookin oredi leh
ham,many things antibiotic used chest abdomen gynae infections even bone infections
ham,okie
ham,much r ü willing pay
ham,thanx u darlin im cool thanx bday drinks 2 nite 2morrow take care c u
ham,2 celebrate else
ham,thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b able join
ham,hai priya right doctor said
ham,dont message offer
ham,alrite girl u know gail neva wrong take care sweet u l8tr hun love yaxxx
ham,collect ur laptop
ham,probably gon na swing wee bit
ham,lt gt mins stop somewhere first
ham,nobody decide eat dad wants chinese
ham,dont want hear philosophy say happen
ham,oh ho first time u use type words
ham,calls messages missed calls
ham,ryder gibbs
ham,hello beautiful r u ok kinda ad row wiv walked pub wanted night wiv u miss u
ham,going sao mu today done 12
ham,nw came hme da
ham,guess useless calling u 4 something important
ham,c u
ham,dont understand message
ham,convey regards
ham,thanks lot wishes birthday thanks making birthday truly memorable
ham,eek lot time especially since american pie like 8 minutes long ca stop singing
ham,sad story man last week wife wish parents forgot n kids went work even colleagues wish
ham,keep seeing weird shit bein woah realising actually reasonable oh
ham,wish things different wonder able show much value pls continue brisk walks drugs without askin please find things laugh love dearly
ham,ahhhh woken bad dream u tho dont like u right didnt know anything comedy night guess im
ham,boy late 2 home father power frndship
ham,oh getting even u u
ham,consider walls bunkers shit important never play peaceful guess place high enough matter
ham,get dump heap mom decided come lowes boring
spam,free ring tone text polys every week get new tone 0870737910216yrs
ham,alright bring see like lt gt mins
spam,congrats 1 year special cinema pass 2 call 09061209465 c suprman v matrix3 starwars3 etc 4 free 150pm dont miss
ham,lara said loan lt gt
ham,supervisor find 4 one lor thk students havent ask yet tell u aft ask
ham,call
ham,still game
ham,hiya sorry hav signal seen heard neither unusual put case get sort hugs snogs
spam,urgent mobile 07xxxxxxxxx bonus caller prize 2nd attempt reach call 09066362231 asap box97n7qp 150ppm
ham,love u 2 babe r u sure everything alrite idiot txt bak girlie
ham,ok nothing problem
spam,get 3 lions england tone reply lionm 4 mono lionp 4 poly 4 go 2 original n best tones 3gbp network operator rates apply
ham,home doc gave pain meds says everything fine
ham,hey gals anyone u going e driving centre tmr
ham,chennai velachery
ham,thx well months
ham,cos lar ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today
ham,whatsup dont u want sleep
ham,also fuck family going rhode island wherever fuck leaving alone week new bong gt
ham,date sunday
ham,plane give month end
ham,dont gim lip caveboy
spam,free video camera phones half price line rental 12 mths 500 cross ntwk mins 100 txts call mobileupd8 08001950382
ham,either way works lt gt years old hope doesnt bother
ham,unni thank dear recharge rakhesh
ham,much buzy
ham,forget though love walk beside watching keeping heart warm
ham,love aathi love u lot
ham,catches put
ham,yo howz u girls never rang india l
ham,sister cleared two round birla soft yesterday
spam,thanks ringtone order reference number x49 mobile charged tone arrive please call customer services text txtstar
ham,anything valuable 2 situations getting loosing
ham,got job wipro get every thing life 2 3 years
ham,good afternoon babe goes day job prospects yet miss love sighs
ham,cant pick phone right pls send message
ham,apart one told yesterday
spam,current leading bid pause auction send customer care 08718726270
spam,urgent 2nd attempt contact prize yesterday still awaiting collection claim call acl03530150pm
ham,thats cool sometimes slow gentle sonetimes rough hard
ham,hey iouri gave number wylie ryan friend
ham,could say dying man feel sad go wanted know would probably gone late night
ham,k give back thanks
ham,seriously tell exact words right
ham,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
ham,smith waste wan na gayle
ham,gorgeous keep pix cumming thank
ham,de looking good
ham,like made throw smoking friend car one time awesome
ham,meeting call later
ham,glad following dreams
ham,yup ü comin
ham,working
spam,block breaker comes deluxe format new features great graphics buy replying get bbdeluxe take challenge
ham,eh sorry leh din c ur msg sad already lar watching tv u still office
ham,tomarrow want got court lt decimal gt come bus stand 9
ham,dad says hurry hell
ham,lol u still feeling sick
ham,guess pub im im happy pig clover whatever saying
ham,hello madam
ham,sorry roommates took forever ok come
ham,please leave topic sorry telling
ham,quite ok bit ex u better go eat smth else feel guilty
spam,please call 08712402902 immediately urgent message waiting
spam,sppok ur mob halloween collection nokia logo pic message plus free eerie tone txt card spook 8007
spam,1 nokia tone 4 ur mob every week txt nok 87021 1st tone free get txtin tell ur friends 16 reply hl 4info
spam,chosen receive award pls call claim number 09066364311 collect award selected receive valued mobile customer
ham,frnd necesity life imagine urself witout frnd hw u feel ur colleg wat u wth ur cell wat abt functions thnk abt events espe cared missed amp irritated u 4wrd frnds wthout u cant live jst takecare goodmorning
ham,alright babe justthought sayhey u doin nearly endof wk offdam nevamind 2hook sn uwant m8 lovejen x
ham,ugh wan na get bed warm
ham,kallis ready bat 2nd innings
spam,get garden ready summer free selection summer bulbs seeds worth scotsman saturday stop go2
ham,cool text parked
ham,hey anyway
ham,problem
spam,loan purpose homeowners tenants welcome previously refused still help call free 0800 1956669 text back
ham,amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear
ham,one issues california okay snow manageable
spam,currently message awaiting collection collect message call 08718723815
ham,somewhere beneath pale moon light someone think u dreams come true goodnite amp sweet dreams
ham,yeah like goes like friends imma flip shit like half hour
ham,id onluy matters getting offcampus
ham,agree stop thinkin ipad please ask macho question
ham,convey regards
ham,hi jess dont know work call u im home eve xxx
ham,sent ü part
spam,someone conacted dating service entered phone fancy find call landline pobox12n146tf15
ham,shame maybe cld meet hrs tomo
ham,wa ur openin sentence formal anyway fine juz tt eatin much n puttin weight haha anythin special happened
ham,office da
spam,jamster get crazy frog sound poly text mad1 real text mad2 88888 6 crazy sounds 3 c apply
ham,uncle g checking rewarding month
ham,one teach ship cars
ham,got arrested possession shit lt time gt pm
ham,u talking
ham,k k good study well
ham,u lousy run already come back half dead hee
spam,valued vodafone customer computer picked win prize collect easy call 09061743386
ham,ok bag
ham,yeah sure thing mate haunt got stuff sorted im going sound anyway promoting hex way dont know number joke
ham,many times told stage use laugh listen aha
ham,sir waiting call
spam,winner u specially selected 2 receive cash 4 holiday flights inc speak live operator 2 claim 0871277810810
ham,busy trying finish new year looking forward finally meeting
ham,langport sorry probably bed 9pm sucks ill xmas go2sri lanka
ham,howz persons story
ham,made eta taunton planned hope still okday good see
spam,2nd time tried 2 contact u pound prize 2 claim easy call 087187272008 now1 10p per minute
ham,one week leave put know time
spam,bank granite issues explosive pick members 300 nasdaq symbol cdgt per
ham,want send something sell fast lt gt k easy money
spam,ur awarded city break could win summer shopping spree every wk txt store 88039 skilgme tscs087147403231winawk age16
spam,urgent mobile awarded bonus caller prize final attempt 2 contact u call 08714714011
ham,cinema plus drink appeal tomo fr thriller director like mac
ham,k k training process
ham,checking really miss seeing jeremiah great month
ham,great getting worried know wonderful caring person like best life know u r wonderful god love
ham,really skateboarding despite fact gets thrown winds bandages shit arms every five minutes
ham,leave
ham,understand loss gain work school
ham,26th july
ham,dont know supports ass srt thnk think ps3 play usb
ham,per request melle oru minnaminunginte nurungu vettam set callertune callers press 9 copy friends callertune
ham,forgot 2 ask ü smth card da present lei ü want 2 write smth sign
spam,08714712388 cost 10p
ham,yeah got one lined us
ham,imagine finally get sink bath put paces maybe even eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck
ham,hi mom might back later lt gt
ham,well watch shrek 3d b
ham,hey babe far 2 2 spk da mo dead 2 da wrld sleeping da sofa day cool nytho tx 4 fonin hon call 2mwen im bk frmcloud 9 j x
ham,back brum thanks putting us keeping us happy see soon
spam,tells u 2 call 09066358152 claim prize u 2 enter ur mobile personal details prompts careful
ham,good making money
ham,gon na get rimac access
